Timestamp,FrameID,Speed,YawRate,Signal1,Signal2
100000000.0,100,60.0,0.0,0,0
100027650.733496,101,60.04,0.5166605187942432,0,0
100055342.30392,102,60.08,0.2164193572468096,0,0
100083029.488246,103,60.12,-0.2727650290432173,0,0
100110773.829317,104,60.16,-0.168710075517033,0,0
100138444.095079,105,60.199999999999996,0.5734192209560433,0,0
100166152.422248,106,60.239999999999995,-0.44624179989543644,0,0
100193884.327896,107,60.279999999999994,0.524994189597443,0,0
100221609.185144,108,60.599999999999994,0.017320415772634323,0,0
100249325.387183,109,60.63999999999999,0.8220208739704554,0,0
100277050.409384,110,60.67999999999999,-0.4876874796925651,0,0
100304763.876994,111,60.71999999999999,-0.36005080773873366,0,0
100332493.328972,112,60.75999999999999,0.5835832909659754,0,0
100360174.681881,113,60.79999999999999,-0.13724685607238896,0,0
100387837.865629,114,60.83999999999999,-0.686281178398426,0,0
100415533.836558,115,61.15999999999999,-0.11775317278018882,0,0
100443199.918604,116,61.19999999999999,0.7860497836385543,0,0
100470927.830841,117,61.23999999999999,-0.21411508898391507,0,0
100498659.090083,118,61.27999999999999,-0.4111084850839768,0,0
100526315.380124,119,61.319999999999986,-0.9960309127625124,0,0
100554003.163201,120,61.359999999999985,-0.4894304003469514,0,0
100581702.816664,121,61.399999999999984,-0.20438293896334703,0,0
100609363.629673,122,61.719999999999985,-0.6977751966749642,0,0
100637100.449311,123,61.759999999999984,0.28938013571649035,0,0
100664800.78629,124,61.79999999999998,-0.08441143575216015,0,0
100692456.296345,125,61.83999999999998,0.005121565313819576,0,0
100720139.970708,126,61.87999999999998,-0.9583225483096518,0,0
100747823.885161,127,61.91999999999998,-0.7739300083167135,0,0
100775521.565413,128,61.95999999999998,0.5527957184810571,0,0
100803238.296936,129,62.27999999999998,-0.8789549433260242,0,0
100830932.642052,130,62.31999999999998,-0.7979170658218581,0,0
100858595.981183,131,62.35999999999998,0.3699451496370093,0,0
100886281.168289,132,62.39999999999998,0.19134253239975507,0,0
