Timestamp,FrameID,Speed,YawRate,Signal1,Signal2
100000000.0,100,60.0,0.0,0,0
100027650.733496,101,60.08,0.5166605187942432,0,0
100055342.30392,102,60.16,0.2164193572468096,0,0
100083029.488246,103,60.239999999999995,-0.2727650290432173,0,0
100110773.829317,104,60.31999999999999,-0.168710075517033,0,0
100138444.095079,105,60.39999999999999,0.5734192209560433,0,0
100166152.422248,106,60.47999999999999,-0.44624179989543644,0,0
100193884.327896,107,60.55999999999999,0.524994189597443,0,0
100221609.185144,108,60.639999999999986,0.017320415772634323,0,0
100249325.387183,109,60.719999999999985,0.8220208739704554,0,0
100277050.409384,110,60.79999999999998,-0.4876874796925651,0,0
100304763.876994,111,60.87999999999998,-0.36005080773873366,0,0
100332493.328972,112,60.95999999999998,0.5835832909659754,0,0
100360174.681881,113,61.03999999999998,-0.13724685607238896,0,0
100387837.865629,114,61.119999999999976,-0.686281178398426,0,0
100415533.836558,115,61.199999999999974,-0.11775317278018882,0,0
100443199.918604,116,61.27999999999997,0.7860497836385543,0,0
100470927.830841,117,61.35999999999997,-0.21411508898391507,0,0
100498659.090083,118,61.43999999999997,-0.4111084850839768,0,0
100526315.380124,119,61.51999999999997,-0.9960309127625124,0,0
100554003.163201,120,61.599999999999966,-0.4894304003469514,0,0
100581702.816664,121,61.679999999999964,-0.20438293896334703,0,0
100609363.629673,122,61.75999999999996,-0.6977751966749642,0,0
100637100.449311,123,61.83999999999996,0.28938013571649035,0,0
100664800.78629,124,61.91999999999996,-0.08441143575216015,0,0
100692456.296345,125,61.99999999999996,0.005121565313819576,0,0
100720139.970708,126,62.079999999999956,-0.9583225483096518,0,0
100747823.885161,127,62.159999999999954,-0.7739300083167135,0,0
100775521.565413,128,62.23999999999995,0.5527957184810571,0,0
100803238.296936,129,62.31999999999995,-0.8789549433260242,0,0
100830932.642052,130,62.39999999999995,-0.7979170658218581,0,0
100858595.981183,131,62.47999999999995,0.3699451496370093,0,0
100886281.168289,132,62.559999999999945,0.19134253239975507,0,0
100914028.992519,133,62.639999999999944,0.3924022548825098,0,0
100941709.009451,134,62.71999999999994,-0.2603042708487564,0,0
100969373.711809,135,62.79999999999994,0.13647256407444763,0,0
100997067.511276,136,62.87999999999994,-0.7736039970309357,0,0
101024790.764089,137,62.95999999999994,0.22360979366974654,0,0
101052484.798959,138,63.039999999999935,0.9183620494450117,0,0
